2019-04-11 17:17:25 INFO - Client request 19 requesting room T101 on day 1, timeslot 9-10, at 1 seconds 
2019-04-11 17:17:40 INFO - Client request 780 requesting room L221 on day 4, timeslot 10-11, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 781 requesting room L221 on day 3, timeslot 12-1, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 782 requesting room L221 on day 1, timeslot 11-12, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 779 requesting room L221 on day 4, timeslot 12-1, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 783 requesting room CG04 on day 3, timeslot 9-10, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 784 requesting room CG04 on day 3, timeslot 1-2, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 785 requesting room L221 on day 6, timeslot 1-2, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 754 requesting room CG04 on day 1, timeslot 1-2, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 786 requesting room T101 on day 6, timeslot 10-11, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 789 requesting room XG14 on day 6, timeslot 9-10, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 790 requesting room T101 on day 3, timeslot 12-1, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 787 requesting room T101 on day 1, timeslot 1-2, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 792 requesting room L221 on day 2, timeslot 12-1, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 793 requesting room CG04 on day 6, timeslot 12-1, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 788 requesting room XG14 on day 3, timeslot 9-10, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 791 requesting room T101 on day 4, timeslot 9-10, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 794 requesting room L221 on day 2, timeslot 12-1, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 796 requesting room XG14 on day 2, timeslot 1-2, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 797 requesting room CG04 on day 5, timeslot 10-11, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 798 requesting room L221 on day 5, timeslot 1-2, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 799 requesting room CG04 on day 3, timeslot 12-1, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 800 requesting room XG14 on day 5, timeslot 11-12, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 801 requesting room L221 on day 5, timeslot 1-2, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 802 requesting room XG14 on day 4, timeslot 10-11, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 803 requesting room CG04 on day 3, timeslot 9-10, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 804 requesting room T101 on day 1, timeslot 11-12, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 805 requesting room T101 on day 1, timeslot 10-11, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 806 requesting room T101 on day 6, timeslot 10-11, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 761 requesting room L221 on day 5, timeslot 11-12, at 16 seconds 
2019-04-11 17:17:40 INFO - Client request 807 requesting room L221 on day 6, timeslot 9-10, at 16 seconds 
2019-04-11 17:17:41 INFO - Client request 752 requesting room T101 on day 1, timeslot 11-12, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 810 requesting room L221 on day 6, timeslot 1-2, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 811 requesting room T101 on day 3, timeslot 11-12, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 812 requesting room XG14 on day 1, timeslot 10-11, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 813 requesting room T101 on day 1, timeslot 12-1, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 814 requesting room T101 on day 2, timeslot 10-11, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 815 requesting room T101 on day 2, timeslot 11-12, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 816 requesting room L221 on day 1, timeslot 11-12, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 817 requesting room XG14 on day 3, timeslot 9-10, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 818 requesting room L221 on day 3, timeslot 11-12, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 819 requesting room T101 on day 5, timeslot 11-12, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 820 requesting room CG04 on day 5, timeslot 11-12, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 821 requesting room CG04 on day 1, timeslot 1-2, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 822 requesting room CG04 on day 2, timeslot 11-12, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 823 requesting room T101 on day 3, timeslot 10-11, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 824 requesting room L221 on day 4, timeslot 10-11, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 825 requesting room L221 on day 6, timeslot 10-11, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 827 requesting room CG04 on day 6, timeslot 11-12, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 826 requesting room L221 on day 5, timeslot 9-10, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 828 requesting room CG04 on day 2, timeslot 12-1, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 829 requesting room CG04 on day 5, timeslot 9-10, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 830 requesting room T101 on day 3, timeslot 10-11, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 831 requesting room T101 on day 5, timeslot 10-11, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 832 requesting room L221 on day 6, timeslot 12-1, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 833 requesting room XG14 on day 3, timeslot 12-1, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 834 requesting room T101 on day 5, timeslot 9-10, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 835 requesting room L221 on day 2, timeslot 1-2, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 812 requesting room T101 on day 4, timeslot 1-2, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 836 requesting room XG14 on day 5, timeslot 10-11, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 837 requesting room T101 on day 5, timeslot 11-12, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 838 requesting room T101 on day 6, timeslot 12-1, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 839 requesting room L221 on day 6, timeslot 11-12, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 840 requesting room XG14 on day 1, timeslot 12-1, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 841 requesting room XG14 on day 4, timeslot 1-2, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 813 requesting room L221 on day 5, timeslot 12-1, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 842 requesting room L221 on day 1, timeslot 11-12, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 843 requesting room XG14 on day 3, timeslot 11-12, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 845 requesting room L221 on day 4, timeslot 9-10, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 811 requesting room CG04 on day 6, timeslot 12-1, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 846 requesting room CG04 on day 4, timeslot 9-10, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 847 requesting room CG04 on day 5, timeslot 11-12, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 752 requesting room XG14 on day 5, timeslot 9-10, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 848 requesting room CG04 on day 5, timeslot 10-11, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 849 requesting room CG04 on day 6, timeslot 10-11, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 850 requesting room CG04 on day 6, timeslot 9-10, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 851 requesting room CG04 on day 2, timeslot 12-1, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 854 requesting room XG14 on day 1, timeslot 12-1, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 857 requesting room T101 on day 3, timeslot 11-12, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 858 requesting room XG14 on day 6, timeslot 10-11, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 856 requesting room L221 on day 4, timeslot 10-11, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 859 requesting room L221 on day 1, timeslot 11-12, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 860 requesting room T101 on day 3, timeslot 1-2, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 818 requesting room L221 on day 5, timeslot 9-10, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 861 requesting room XG14 on day 2, timeslot 11-12, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 855 requesting room L221 on day 4, timeslot 10-11, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 853 requesting room XG14 on day 5, timeslot 1-2, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 863 requesting room CG04 on day 5, timeslot 10-11, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 852 requesting room CG04 on day 5, timeslot 12-1, at 17 seconds 
2019-04-11 17:17:41 INFO - Client request 862 requesting room XG14 on day 1, timeslot 12-1, at 17 seconds 
2019-04-11 17:17:42 INFO - Client request 865 requesting room T101 on day 1, timeslot 9-10, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 866 requesting room T101 on day 4, timeslot 12-1, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 867 requesting room L221 on day 2, timeslot 11-12, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 868 requesting room CG04 on day 5, timeslot 12-1, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 869 requesting room CG04 on day 5, timeslot 11-12, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 870 requesting room L221 on day 1, timeslot 11-12, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 871 requesting room L221 on day 1, timeslot 12-1, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 872 requesting room T101 on day 6, timeslot 9-10, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 873 requesting room XG14 on day 6, timeslot 10-11, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 874 requesting room CG04 on day 5, timeslot 10-11, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 875 requesting room T101 on day 1, timeslot 1-2, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 876 requesting room T101 on day 6, timeslot 12-1, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 877 requesting room L221 on day 3, timeslot 11-12, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 878 requesting room XG14 on day 5, timeslot 9-10, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 879 requesting room T101 on day 6, timeslot 12-1, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 880 requesting room L221 on day 5, timeslot 11-12, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 881 requesting room L221 on day 2, timeslot 1-2, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 882 requesting room XG14 on day 3, timeslot 1-2, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 883 requesting room CG04 on day 1, timeslot 10-11, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 884 requesting room T101 on day 6, timeslot 1-2, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 885 requesting room L221 on day 6, timeslot 11-12, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 886 requesting room L221 on day 6, timeslot 11-12, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 887 requesting room T101 on day 6, timeslot 11-12, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 888 requesting room L221 on day 6, timeslot 9-10, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 889 requesting room CG04 on day 2, timeslot 1-2, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 890 requesting room T101 on day 4, timeslot 11-12, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 891 requesting room XG14 on day 3, timeslot 11-12, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 892 requesting room T101 on day 3, timeslot 10-11, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 893 requesting room XG14 on day 4, timeslot 10-11, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 894 requesting room CG04 on day 6, timeslot 12-1, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 895 requesting room T101 on day 6, timeslot 11-12, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 896 requesting room L221 on day 4, timeslot 12-1, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 874 requesting room L221 on day 3, timeslot 1-2, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 897 requesting room T101 on day 1, timeslot 12-1, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 901 requesting room CG04 on day 5, timeslot 12-1, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 881 requesting room L221 on day 2, timeslot 9-10, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 899 requesting room L221 on day 3, timeslot 1-2, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 898 requesting room L221 on day 1, timeslot 9-10, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 902 requesting room T101 on day 6, timeslot 1-2, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 903 requesting room CG04 on day 6, timeslot 11-12, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 880 requesting room CG04 on day 2, timeslot 1-2, at 18 seconds 
2019-04-11 17:17:42 INFO - Client request 872 requesting room CG04 on day 2, timeslot 11-12, at 18 seconds 
2019-04-11 17:17:43 INFO - Client request 904 requesting room CG04 on day 3, timeslot 9-10, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 907 requesting room CG04 on day 1, timeslot 11-12, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 908 requesting room CG04 on day 6, timeslot 1-2, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 909 requesting room T101 on day 1, timeslot 1-2, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 910 requesting room CG04 on day 3, timeslot 12-1, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 911 requesting room CG04 on day 3, timeslot 1-2, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 912 requesting room CG04 on day 1, timeslot 12-1, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 913 requesting room XG14 on day 5, timeslot 9-10, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 914 requesting room XG14 on day 2, timeslot 10-11, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 908 requesting room XG14 on day 4, timeslot 11-12, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 915 requesting room CG04 on day 1, timeslot 9-10, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 916 requesting room L221 on day 6, timeslot 9-10, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 917 requesting room XG14 on day 4, timeslot 1-2, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 918 requesting room L221 on day 3, timeslot 9-10, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 919 requesting room XG14 on day 5, timeslot 10-11, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 920 requesting room T101 on day 6, timeslot 12-1, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 921 requesting room CG04 on day 5, timeslot 12-1, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 922 requesting room L221 on day 5, timeslot 1-2, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 923 requesting room XG14 on day 4, timeslot 11-12, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 924 requesting room CG04 on day 1, timeslot 1-2, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 925 requesting room T101 on day 1, timeslot 1-2, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 926 requesting room L221 on day 3, timeslot 1-2, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 927 requesting room CG04 on day 5, timeslot 11-12, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 928 requesting room CG04 on day 1, timeslot 9-10, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 929 requesting room T101 on day 2, timeslot 9-10, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 930 requesting room L221 on day 4, timeslot 9-10, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 904 requesting room CG04 on day 5, timeslot 1-2, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 931 requesting room T101 on day 6, timeslot 11-12, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 932 requesting room L221 on day 4, timeslot 11-12, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 933 requesting room L221 on day 1, timeslot 10-11, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 909 requesting room XG14 on day 3, timeslot 9-10, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 907 requesting room L221 on day 4, timeslot 12-1, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 936 requesting room L221 on day 6, timeslot 10-11, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 938 requesting room XG14 on day 4, timeslot 11-12, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 939 requesting room L221 on day 2, timeslot 9-10, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 940 requesting room T101 on day 5, timeslot 9-10, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 941 requesting room T101 on day 1, timeslot 12-1, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 937 requesting room XG14 on day 3, timeslot 10-11, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 942 requesting room T101 on day 2, timeslot 1-2, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 943 requesting room T101 on day 6, timeslot 12-1, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 944 requesting room L221 on day 4, timeslot 12-1, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 945 requesting room L221 on day 2, timeslot 9-10, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 922 requesting room L221 on day 3, timeslot 9-10, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 911 requesting room T101 on day 2, timeslot 10-11, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 946 requesting room L221 on day 5, timeslot 1-2, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 947 requesting room CG04 on day 2, timeslot 10-11, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 948 requesting room L221 on day 4, timeslot 12-1, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 949 requesting room T101 on day 2, timeslot 12-1, at 19 seconds 
2019-04-11 17:17:43 INFO - Client request 950 requesting room CG04 on day 4, timeslot 1-2, at 19 seconds 
2019-04-11 17:17:44 INFO - Client request 951 requesting room T101 on day 3, timeslot 11-12, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 952 requesting room L221 on day 6, timeslot 12-1, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 953 requesting room XG14 on day 5, timeslot 1-2, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 954 requesting room XG14 on day 6, timeslot 1-2, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 955 requesting room L221 on day 6, timeslot 9-10, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 956 requesting room T101 on day 1, timeslot 12-1, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 957 requesting room L221 on day 3, timeslot 9-10, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 958 requesting room CG04 on day 5, timeslot 11-12, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 960 requesting room T101 on day 5, timeslot 1-2, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 959 requesting room XG14 on day 1, timeslot 9-10, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 961 requesting room CG04 on day 4, timeslot 1-2, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 962 requesting room L221 on day 1, timeslot 10-11, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 963 requesting room T101 on day 5, timeslot 10-11, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 964 requesting room CG04 on day 1, timeslot 9-10, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 965 requesting room CG04 on day 5, timeslot 9-10, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 966 requesting room XG14 on day 3, timeslot 1-2, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 968 requesting room XG14 on day 5, timeslot 1-2, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 967 requesting room XG14 on day 4, timeslot 9-10, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 969 requesting room XG14 on day 1, timeslot 11-12, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 970 requesting room CG04 on day 3, timeslot 12-1, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 971 requesting room T101 on day 2, timeslot 11-12, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 972 requesting room L221 on day 4, timeslot 10-11, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 973 requesting room XG14 on day 4, timeslot 1-2, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 974 requesting room CG04 on day 2, timeslot 9-10, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 975 requesting room T101 on day 4, timeslot 1-2, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 976 requesting room XG14 on day 2, timeslot 11-12, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 977 requesting room CG04 on day 1, timeslot 9-10, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 978 requesting room T101 on day 4, timeslot 1-2, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 979 requesting room L221 on day 6, timeslot 9-10, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 958 requesting room T101 on day 4, timeslot 11-12, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 980 requesting room L221 on day 4, timeslot 1-2, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 981 requesting room XG14 on day 3, timeslot 9-10, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 982 requesting room XG14 on day 5, timeslot 10-11, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 983 requesting room XG14 on day 1, timeslot 11-12, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 984 requesting room CG04 on day 4, timeslot 11-12, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 985 requesting room CG04 on day 2, timeslot 1-2, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 986 requesting room T101 on day 3, timeslot 10-11, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 968 requesting room T101 on day 3, timeslot 10-11, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 987 requesting room XG14 on day 1, timeslot 11-12, at 20 seconds 
2019-04-11 17:17:44 INFO - Client request 989 requesting room XG14 on day 3, timeslot 9-10, at 20 seconds 
